instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,instrument_category
1401601,5475,GRSE,GARDEN REACH SHIP&ENG,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1408257,5501,YUKEN,YUKEN INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1409793,5507,SERVOTECH,SERVOTECH REN POW SYS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1412097,5516,JAIPURKURT,NANDANI CREATION,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1415169,5528,KOTHARIPRO,KOTHARI PRODUCTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1421057,5551,ABMINTLLTD-BE,ABM INTERNATIONAL,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1427713,5577,667GS2035-GS,GOI LOAN  6.67% 2035,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1427969,5578,ACUTAAS,ACUTAAS CHEMICALS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1429761,5585,VIJAYA,VIJAYA DIAGNOSTIC CEN,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1435137,5606,INTLCONV,INTL CONVEYORS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1436161,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,0.0,,0.0,0.5,1,EQ,NSE,NSE,EQUITY_STOCKS
1437185,5614,GANESHBE,GANESH BENZOPLAST,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1439233,5622,ITDCEM,ITD CEMENTATION INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1442049,5633,J&KBANK,J & K BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1443073,5637,PAR-BE,PAR DRUGS AND CHEM,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1445633,5647,ONWARDTEC-BE,ONWARD TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1447681,5655,SHANTI-BE,SHANTI OVERSEAS INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1450753,5667,BEWLTD-ST,BEW ENGINEERING,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
1459457,5701,CUB,CITY UNION BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1463809,5718,SHREMINVIT-IV,SHREM INVIT,0.0,,0.0,0.01,25000,EQ,NSE,NSE,EQUITY_STOCKS
1467393,5732,AXISCETF,AXISAMC - AXISCETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1468161,5735,HCL-INSYS-BE,HCL INFOSYSTEMS-DEPO SETT,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1471489,5748,CYIENT,CYIENT,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1472257,5751,SANSERA,SANSERA ENGINEERING,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1480193,5782,MASPTOP50,MIRAEAMC - MASPTOP50,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1501441,5865,LAGNAM,LAGNAM SPINTEX,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1504001,5875,QUADPRO-ST,QUADPRO ITES,0.0,,0.0,0.05,12000,EQ,NSE,NSE,EQUITY_STOCKS
1506305,5884,PRECOT-BE,PRECOT,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1510401,5900,AXISBANK,AXIS BANK,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1513217,5911,PARAS,PARAS DEF AND SPCE TECH L,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1517057,5926,INTELLECT,INTELLECT DESIGN ARENA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1520129,5938,MONTECARLO,MONTE CARLO FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1521921,5945,UWCSL-SM,ULTRA WIRING CONN SYS,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
1522689,5948,SOUTHBANK,THE SOUTH INDIAN BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1524993,5957,BSLSENETFG,BIRLASLAMC - BSLSENETFG,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1537537,6006,COASTCORP,COASTAL CORPORATION,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1539073,6012,JAINAM-SM,JAINAM FER ALLOYS (I),0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
1540353,6017,EVERESTIND-BE,EVEREST INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1540609,6018,ABSLAMC,ADIT BIRL SUN LIF AMC,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1546753,6042,EIFFL-BE,EURO (I) FRESH FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1547521,6045,PASUPTAC,PASUPATI ACRYLON,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1549313,6052,BMETRICS-SM,BOMBAY METRICS S C,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
1549825,6054,CYBERTECH-BE,CYBERTECH SYSTEMS & SOFTW,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1551873,6062,LICNETFGSC,LICNAMC - LICNMFET,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1552897,6066,ATGL,ADANI TOTAL GAS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1553409,6068,AIROLAM,AIRO LAM,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1556993,6082,DYNAMIC-ST,DYNAMIC SRVCS & SEC,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
1559553,6092,DESTINY-ST,DESTINY LOGISTICS & I,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
1568001,6125,GOODLUCK,GOODLUCK INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1570817,6136,DIGJAMLMTD-BE,DIGJAM,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1574913,6152,PANSARI-BE,PANSARI DEVELOPERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1576705,6159,ARTNIRMAN-BE,ART NIRMAN,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1577985,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1586689,6198,FCL,FINEOTEX CHEMICAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1591809,6218,SIKKO,SIKKO INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1592321,6220,CAMLINFINE-BE,CAMLIN FINE SCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1594113,6227,DTIL,DHUNSERI TEA & IND.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1595393,6232,3IINFOLTD,3I INFOTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1599489,6248,PREMIER-BE,PREMIER,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1599745,6249,DKEGL-SM,D K ENTERPRISES GLOBAL L,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
1602049,6258,ROLTA-BZ,ROLTA INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1606145,6274,SELMC-BE,SEL MANUFACTURING CO,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1607169,6278,MEDICAMEQ,MEDICAMEN BIOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1609217,6286,GULPOLY,GULSHAN POLYOLS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1612033,6297,HEALTHY,BIRLASLAMC - HEALTHY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1629185,6364,NATIONALUM,NATIONAL ALUMINIUM CO,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1634561,6385,CCHHL,COUNTRY CLUB HOSP HOL,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1638401,6400,ARCHIES-BE,ARCHIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1640193,6407,LAMBODHARA,LAMBODHARA TEXTILES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1643521,6420,KRITI-BE,KRITI INDUSTRIES IND,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1645569,6428,MANORG-BE,MANGALAM ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1647361,6435,AIRTELPP-E1,AIRTEL RS. 1.25 PPD UP,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1649665,6444,KOTYARK-ST,KOTYARK INDUSTRIES,0.0,,0.0,0.05,100,EQ,NSE,NSE,EQUITY_STOCKS
1649921,6445,TECHNOE,TECHNO ELEC & ENG CO.,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1650177,6446,CONSUMIETF,ICICIPRAMC - ICICICONSU,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1651457,6451,SHUBHLAXMI-SM,SHUBHLAXMI JEWEL ART,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
1654273,6462,TECH,BIRLASLAMC - TECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1664257,6501,IRIS-BE,IRIS BUSINESS SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1671937,6531,NHIT-IV,NATIONAL HIGHW INFRA TRUS,0.0,,0.0,0.01,25000,EQ,NSE,NSE,EQUITY_STOCKS
1675009,6543,GRPLTD,GRP,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1675521,6545,NYKAA,FSN E COMMERCE VENTURES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1681409,6568,LAXMICOT,LAXMI COTSPIN,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1684225,6579,FINOPB,FINO PAYMENTS BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1687553,6592,NIDAN-SM,NIDAN LABS AND HEALTH,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
1688577,6596,SONATSOFTW,SONATA SOFTWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1689601,6600,GENUSPAPER,GENUS P&B,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1691137,6606,EQUAL50ADD,DSPAMC - DSPNEWETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1700609,6643,SJS,SJS ENTERPRISES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1703937,6656,POLICYBZR,PB FINTECH,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1705729,6663,SIGACHI,SIGACHI INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1711617,6686,DRSDILIP-SM,DRS DILIP ROADLINES,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
1712897,6691,FOODSIN-BE,FOODS & INNS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1713921,6695,574GS2026-GS,GOI LOAN  5.74% 2026,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1714177,6696,699GS2051-GS,GOI LOAN  6.99% 2051,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1716481,6705,PAYTM,ONE 97 COMMUNICATIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1718017,6711,IVC,IL&FS INVESTMENT MANAGERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1718529,6713,MOLDTKPAC,MOLD-TEK PACKAGING,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1719809,6718,SAPPHIRE,SAPPHIRE FOODS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1723649,6733,JINDALSTEL,JINDAL STEEL & POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1736193,6782,NIPPOBATRY,INDO-NATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1738753,6792,SBC,SBC EXPORTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1741569,6803,STEELCAS,STEELCAST,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1744641,6815,BIRLACABLE-BE,BIRLA CABLE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1745153,6817,695GS2061-GS,GOI LOAN  6.95% 2061,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1745409,6818,LATENTVIEW,LATENT VIEW ANALYTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1749249,6833,1018GS2026-GS,GOI LOAN 10.18% 2026,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1749761,6835,795GS2032-GS,GOI LOAN 7.95% 2032,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1750785,6839,FOCUS-BE,FOCUS LIGHTG & FIXTRS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1751809,6843,SMLT,SARTHAK METALS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1753089,6848,GREENLAM,GREENLAM INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1756161,6860,DHRUV-BE,DHRUV CONSULTANCY SER,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1756929,6863,BAJAJHCARE,BAJAJ HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1757697,6866,601GS2028-GS,GOI LOAN 6.01% 2028,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1758209,6868,613GS2028-GS,GOI LOAN 6.13% 2028,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1758977,6871,597GS2025-GS,GOI LOAN 5.97% 2025,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1759489,6873,75GS2034-GS,GOI LOAN 7.50% 2034,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1759745,6874,74GS2035-GS,GOI LOAN 7.40% 2035,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1762049,6883,833GS2036-GS,GOI LOAN 8.33% 2036,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1762305,6884,824GS2027-GS,GOI LOAN 8.24%2027,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1762561,6885,828GS2032-GS,GOI LOAN 8.28%2032,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1765889,6898,826GS2027-GS,GOI LOAN 8.26% 2027,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1766145,6899,832GS2032-GS,GOI LOAN 8.32% 2032,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1768449,6908,VISHNU,VISHNU CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1769729,6913,RPPL,RAJSHREE POLYPACK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1771777,6921,828GS2027-GS,GOI LOAN 8.28% 2027,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1772033,6922,833GS2032-GS,GOI LOAN 8.33% 2032,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1775105,6934,MODIRUBBER-BE,MODI RUBBER,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1775361,6935,683GS2039-GS,GOI 6.83% 2039,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1777409,6943,TARSONS,TARSONS PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1777665,6944,GANECOS,GANESHA ECOSPHERE,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1780481,6955,LINC-BE,LINC,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1782017,6961,MENONBE,MENON BEARINGS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1782785,6964,GOCOLORS,GO FASHION INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1785089,6973,DMCC,DMCC SPECIALITY CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1787137,6981,83GS2040-GS,GOI LOAN 8.30% 2040,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1790465,6994,BSOFT,BIRLASOFT,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1794817,7011,897GS2030-GS,GOI LOAN 8.97% 2030,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1795329,7013,883GS2041-GS,GOI LOAN 8.83% 2041,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1796097,7016,SHIVALIK,SHIVALIK RASAYAN,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1796865,7019,833GS2026-GS,GOI LOAN 8.33% 2026,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1798145,7024,82GS2025-GS,GOI LOAN 8.20% 2025,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1799681,7030,ASIANENE,ASIAN ENERGY SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1800705,7034,83GS2042-GS,GOI LOAN 8.30% 2042,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1801985,7039,92GS2030-GS,GOI LOAN 9.20% 2030,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1804289,7048,HESTERBIO,HESTER BIOSCIENCES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1810945,7074,MAHKTECH,MIRAEAMC - MAHKTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1813249,7083,STARHEALTH,STAR HEALTH & AL INS CO L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1814273,7087,923GS2043-GS,GOI LOAN 9.23% 2043,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1814529,7088,86GS2028-GS,GOI LOAN 8.6% 2028,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1816065,7094,SEJALLTD-BE,SEJAL GLASS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1818881,7105,TEGA,TEGA INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1819137,7106,824GS2033-GS,GOI LOAN 8.24% 2033,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1819905,7109,JMA,JULLUNDUR MOT AGENCY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1821185,7114,815GS2026-GS,GOI LOAN 8.15% 2026,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1821441,7115,817GS2044-GS,GOI LOAN 8.17% 2044,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1823233,7122,788GS2030-GS,GOI LOAN 7.88% 2030,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1823745,7124,813GS2045-GS,GOI LOAN 8.13% 2045,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1824513,7127,773GS2034-GS,GOI LOAN 7.73% 2034,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1825281,7130,759GS2029-GS,GOI LOAN 7.59% 2029,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1826817,7136,772GS2055-GS,GOI LOAN 7.72% 2055,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1827329,7138,ZODIAC-BE,ZODIAC ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1827585,7139,759GS2026-GS,GOI LOAN 7.59% 2026,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1828353,7142,761GS2030-GS,GOI LOAN 7.61% 2030,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1829121,7145,ANANDRATHI,ANAND RATHI WEALTH,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1832449,7158,697GS2026-GS,GOI LOAN 6.97% 2026,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1835265,7169,MICEL,MIC ELECTRONICS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1837313,7177,RATEGAIN,RATEGAIN TRAVEL TECHN,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1839105,7184,706GS2046-GS,GOI LOAN 7.06% 2046,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1841409,7193,662GS2051-GS,GOI LOAN 6.62% 2051,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1841665,7194,657GS2033-GS,GOI LOAN 6.57% 2033,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1841921,7195,679GS2029-GS,GOI LOAN 6.79% 2029,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1842177,7196,BBETF0432,EDELAMC - BBETF0432,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1843201,7200,SHRIRAMPPS,SHRIRAM PROPERTIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1843713,7202,679GS2027-GS,GOI LOAN 6.79% 2027,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1844481,7205,668GS2031-GS,GOI LOAN 6.68% 2031,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1845249,7208,717GS2028-GS,GOI LOAN 7.17% 2028,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1846017,7211,JETFREIGHT,JET FREIGHT LOGISTICS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1847809,7218,SBIETFQLTY,SBIAMC - SBIETFQLTY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1850113,7227,MAPMYINDIA,C.E. INFO SYSTEMS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1850625,7229,HCLTECH,HCL TECHNOLOGIES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1853953,7242,METROBRAND,METRO BRANDS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1857025,7254,MEDPLUS,MEDPLUS HEALTH SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1862657,7276,UDAICEMENT,UDAIPUR CEMENT WORKS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1865473,7287,JTLIND,JTL INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1875201,7325,DCMSRIND,DCM SHRIRAM IND,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1876737,7331,EUROBOND-SM,EURO PANEL PRODUCTS,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1883649,7358,DATAPATTNS,DATA PATTERNS INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1887745,7374,STAR,STRIDES PHARMA SCI,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1888257,7376,HPAL,HP ADHESIVES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1890561,7385,FOCE-SM,FOCE INDIA,0.0,,0.0,0.05,100,EQ,NSE,NSE,EQUITY_STOCKS
1891841,7390,SUPRIYA,SUPRIYA LIFESCIENCE,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
1894657,7401,RAJESHEXPO,RAJESH EXPORTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
1897217,7411,NILASPACES,NILA SPACES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1897473,7412,ALPHA,KOTAKMAMC - KOTAKALPHA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1897729,7413,MANAKCOAT,MAN COAT METAL & IND,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1899521,7420,MANAKALUCO,MANAK ALUMINIUM CO.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1900033,7422,MONQ50,MOTILALAMC - MONQ50,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
1901825,7429,HECPROJECT-BE,HEC INFRA PROJECTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
